,Unnamed: 0.1,Unnamed: 0,userid,username,acctdesc,location,following,followers,totaltweets,usercreatedts,tweetid,tweetcreatedts,retweetcount,text,hashtags,language,coordinates,favorite_count,is_retweet,original_tweet_id,original_tweet_userid,original_tweet_username,in_reply_to_status_id,in_reply_to_user_id,in_reply_to_screen_name,is_quote_status,quoted_status_id,quoted_status_userid,quoted_status_username,extractedts,neg,neu,pos,compound
3097,5238,5238,1499005674780602368,SINCLAIRTAIT1,I just talk about Ukraine. I am quite boring and repetitive (and judging by my tweets a bit dyslexic) sorry.,Scotland,79,230,3140,2022-03-02 12:56:52.000000,1567739974535073793,2022-09-08 05:01:51,0,Another Ukrainian flag is unfurled. Everyday this happens now. #SlavaUkraini https://t.co/gNYuuljAwB,"[{'text': 'SlavaUkraini', 'indices': [63, 76]}]",en,,0,False,0,0,,0,0,,True,1567738648140840960,2296121134,SputnikATONews,2022-09-08 09:20:17.540911,0.0,1.0,0.0,0.0
2333,3851,3851,15999537,gtschung,"Journalist, Berater","Germany, Munich",857,266,1784,2008-08-26 17:21:41.000000,1567721122778517505,2022-09-08 03:46:57,0,"A must read! Thx @TimothyDSnyder.
#Ukraine 
#RussiaIsATerroristState 
#ArmUkraineNow https://t.co/W2JbWytybP","[{'text': 'Ukraine', 'indices': [34, 42]}, {'text': 'RussiaIsATerroristState', 'indices': [44, 68]}, {'text': 'ArmUkraineNow', 'indices': [70, 84]}]",en,,0,False,0,0,,0,0,,True,1567670120700411904,3129968261,TimothyDSnyder,2022-09-08 13:04:04.002645,0.0,0.741,0.259,0.4199
17592,36795,36795,838112139478892544,kKenedy75,"First American
My name means #Warrior
Just here to talk shit about those who disrespect the #USA & #HUMANITY
✌❤🇱🇷🌍",,193,39,1956,2017-03-04 19:41:20.000000,1567938231391645698,2022-09-08 18:09:39,0,"@HillaryClinton 
Panicking like a #Traitorous mofo🤣🤣🤣
#UKRAINE $$$ isn't funneling like it did during #HopeAndChange 
The world is watching Hil! 
That #HATEAMERICA MIND FUCK ISNT HITTING LIKE IT DID 
#tick #tock goes the GREAT AWAKENING CLOCK 
#WESEEYOU ✌❤🇺🇲🌍","[{'text': 'Traitorous', 'indices': [34, 45]}, {'text': 'UKRAINE', 'indices': [54, 62]}, {'text': 'HopeAndChange', 'indices': [102, 116]}, {'text': 'HATEAMERICA', 'indices': [151, 163]}, {'text': 'tick', 'indices': [200, 205]}, {'text': 'tock', 'indices': [206, 211]}, {'text': 'WESEEYOU', 'indices': [244, 253]}]",en,,0,False,0,0,,0,1339835893,HillaryClinton,False,0,0,,2022-09-08 20:28:44.030720,0.183,0.561,0.257,0.7354
8934,18700,18700,21006087,Keynesianism,"It's not personal, just my opinion. Politics, economics, current affairs and non league football. Bitcoin sceptic (thank god)",Somewhere near Birmingham,438,75,3813,2009-02-16 17:38:16.000000,1567834398069751809,2022-09-08 11:17:04,0,@_HAWKISH @dontpayuk We are at the mercy of global gas prices which determine electricity prices as well. @trussliz  is at least trying to address this problem which is the result of #Putin and decades of failed energy policy in this country.,"[{'text': 'Putin', 'indices': [183, 189]}]",en,,0,False,0,0,,1567833634324766720,1542226788402843648,_HAWKISH,False,0,0,,2022-09-08 15:20:55.990403,0.131,0.733,0.136,-0.184
15898,33160,33160,41700167,little7bear,,Switzerland,41,583,274745,2009-05-21 23:19:29.000000,1567916900503396355,2022-09-08 16:44:54,0,"@POTUS @SecBlinken @JustinTrudeau @trussliz @EmmanuelMacron @Bundeskanzler @Palazzo_Chigi @sanchezcastejon @RTErdogan @jensstoltenberg
Urge you to deliver heavy weapons, MLRS, missile defense systems, fighter planes, ammunition.
#CrimeaisUkraine #RussiaIsaTerroristState https://t.co/Vt9I4mU1qd","[{'text': 'CrimeaisUkraine', 'indices': [229, 245]}, {'text': 'RussiaIsaTerroristState', 'indices': [246, 270]}]",en,,0,False,0,0,,0,1349149096909668352,POTUS,True,1567771055485231104,2595088842,EuromaidanPress,2022-09-09 00:54:50.258632,0.1,0.793,0.107,-0.2023
4433,8295,8295,4002394887,ibam_tr,Istanbul Peace Research Center (IPRC),"İstanbul, Türkiye",4,389,489,2015-10-20 14:03:29.000000,1567767445896585216,2022-09-08 06:51:01,1,"🔎Analysis

"" #Ukrainian forces in southeastern Kharkiv Oblast are likely exploiting #Russian force reallocation to the Southern Axis to conduct an opportunistic yet highly effective counteroffensive northwest of Izyum.""

@TheStudyofWar 

🔗https://t.co/gIlSVkCzNp
#Ukraine #war","[{'text': 'Ukrainian', 'indices': [13, 23]}, {'text': 'Russian', 'indices': [84, 92]}, {'text': 'Ukraine', 'indices': [263, 271]}, {'text': 'war', 'indices': [272, 276]}]",en,,3,False,0,0,,0,0,,False,0,0,,2022-09-08 10:46:39.060167,0.182,0.739,0.078,-0.5434
2094,3434,3434,960785663720415232,TheAnnaExpress,"Your weekly dose of News and Entertainment from Nepal in English. Be informed. Be up-to-date. Read ""The Annapurna Express""",Nepal,29,4923,9650,2018-02-06 08:02:07.000000,1567714088586981382,2022-09-08 03:19:00,0,"""The European Union has proposed a price cap on Russian gas just as Russia’s President Vladimir Putin warned that such a move would cause Moscow to cut off all energy supplies""
#EuropeanUnion #Russia #gas
https://t.co/13n6Q5d2V4","[{'text': 'EuropeanUnion', 'indices': [177, 191]}, {'text': 'Russia', 'indices': [192, 199]}, {'text': 'gas', 'indices': [200, 204]}]",en,,0,False,0,0,,0,0,,False,0,0,,2022-09-08 07:15:57.159805,0.11,0.836,0.055,-0.2732
11180,23459,23459,114287926,MiguelDante,"Grief is the price we must pay for love...
International traveller, truth-seeker & Gummy Bear connoisseur. Questions Still Remain",Lake Dreamland,5831,5414,16041,2010-02-14 21:32:25.000000,1567862647667757056,2022-09-08 13:09:19,0,Wakey Wakey: #Putin Appears to Fall Asleep During Meeting While #Rumors of #Health Problems Plaguing #Russia's #Dictator Continue as #War with #Ukraine Rages: https://t.co/4xM86LXTpy #WWIII,"[{'text': 'Putin', 'indices': [13, 19]}, {'text': 'Rumors', 'indices': [64, 71]}, {'text': 'Health', 'indices': [75, 82]}, {'text': 'Russia', 'indices': [101, 108]}, {'text': 'Dictator', 'indices': [111, 120]}, {'text': 'War', 'indices': [133, 137]}, {'text': 'Ukraine', 'indices': [143, 151]}, {'text': 'WWIII', 'indices': [183, 189]}]",en,,0,False,0,0,,0,0,,False,0,0,,2022-09-08 16:51:03.145443,0.306,0.694,0.0,-0.8658
1131,1865,1865,29123084,ArvadaRadio,"Playing 80's - 90's Themed Rock. 
Featuring Local Bands. 
All Rock / All Local / All The Time 
Commercial Free! Tell All Your Friends!","Colorado, USA",157,16602,109806,2009-04-06 02:15:20.000000,1567689258323820547,2022-09-08 01:40:20,0,"#StandWithUkraine 
 
https://t.co/3JHsLngAJX Is Now Playing - 
Arvada Rocks Radio - Please Donate! -  https://t.co/t82SYJ18SK","[{'text': 'StandWithUkraine', 'indices': [0, 17]}]",en,,0,False,0,0,,0,0,,False,0,0,,2022-09-08 09:03:50.593687,0.0,0.732,0.268,0.5255
12003,25129,25129,1560591826393767936,ukraniantracker,"Common man currently tweet about #Ukraine.
share #crypto news and price updates.",Moon,8,1,91,2022-08-19 11:38:05.000000,1567873011608440835,2022-09-08 13:50:30,0,"In #Kherson Oblast, Ukrainian brigades continue to conduct offensive operations.

Check latest Ukraine war map...
https://t.co/TiilZ0tHN4","[{'text': 'Kherson', 'indices': [3, 11]}]",en,,0,False,0,0,,0,0,,False,0,0,,2022-09-08 16:50:54.463089,0.33,0.67,0.0,-0.7845
29575,69323,212294,3025801828,deanyb71,say what I like if you don't like it join the gang .,"London, England",1695,3167,117845,2015-02-08 23:36:04,1575211548674785280,2022-09-28 19:51:13,0,Wonder how many Billion #Ukraine will send back to help rebuild Florida after the #ClimateChange #Hurricane https://t.co/GOHhLm07XR,"[{'text': 'Ukraine', 'indices': [24, 32]}, {'text': 'ClimateChange', 'indices': [82, 96]}, {'text': 'Hurricane', 'indices': [97, 107]}]",en,,0,False,0,0,,0,0,,True,1575181751369928704,1343644345195520000,YWNReporter,2022-09-28 22:41:09.147260,0.0,0.856,0.144,0.4019
28170,66365,209336,1515246652432523268,UkrainianNews24,"Open Source Intelligence, Reporting news from all over Ukraine. 
 
@NewsUkrainian24 back up account.

https://t.co/DirOI1AkD3",,98,14600,14725,2022-04-16 08:32:39,1575200791756881921,2022-09-28 19:08:29,5,"Artillery of the 72nd mechanized brigade at work
#UkraineRussiaWar https://t.co/e4YOdSzWv5","[{'text': 'UkraineRussiaWar', 'indices': [49, 66]}]",en,,49,False,0,0,,0,0,,False,0,0,,2022-09-29 01:27:43.172647,0.0,1.0,0.0,0.0
14612,34315,177286,1565834340,OssyOutrigger,"Delta Private Hire Driver 

AIM investor in Europa Oil and Gas #eog

#LFC #YWNA","Crosby, UK",583,265,2673,2013-07-03 13:59:45,1575086662270406663,2022-09-28 11:34:58,1,"Parody..... But probably the truth 🤣

#RussianArmy #MobilizationInRussia #PutinWarCriminal #SlavaUkraini #Ukraine #Russia https://t.co/2TvTqtqQCt","[{'text': 'RussianArmy', 'indices': [38, 50]}, {'text': 'MobilizationInRussia', 'indices': [51, 72]}, {'text': 'PutinWarCriminal', 'indices': [73, 90]}, {'text': 'SlavaUkraini', 'indices': [91, 104]}, {'text': 'Ukraine', 'indices': [105, 113]}, {'text': 'Russia', 'indices': [114, 121]}]",en,,1,False,0,0,,0,0,,True,1574865224108220416,1575343278,R82938886,2022-09-28 14:56:45.585736,0.0,0.674,0.326,0.8047
15958,37574,180545,760464183725060096,MontesAdrienne,,,1263,123,6900,2016-08-02 13:16:05,1575098749697019905,2022-09-28 12:23:00,0,@vonderleyen @Statsmin The #USTerror attack on the #Nordstream pipeline is like the 1982 US mining of the #Nicaraguan port of Corinto an act of International Terrorism. The Court in the #Hague condemned that at the time as such. No such legal avenues exist today,"[{'text': 'USTerror', 'indices': [27, 36]}, {'text': 'Nordstream', 'indices': [51, 62]}, {'text': 'Nicaraguan', 'indices': [106, 117]}, {'text': 'Hague', 'indices': [186, 192]}]",en,,0,False,0,0,,1574856534064041984,1146329871418843136,vonderleyen,False,0,0,,2022-09-28 12:31:21.248475,0.259,0.695,0.046,-0.8927
11036,25165,168136,49085614,NordicElk,"Citizen of planet Earth - Stay calm, be realistic, be fair, be open-minded, no nationalism, no ideology, no bullshit 😎 🇸🇪 🇪🇺 🇺🇦",Europe,633,123,29274,2009-06-20 19:04:25,1575053929007947778,2022-09-28 09:24:54,0,More #sanctions on #Russia for illegal #annexations https://t.co/IqSYyuZQJU,"[{'text': 'sanctions', 'indices': [5, 15]}, {'text': 'Russia', 'indices': [19, 26]}, {'text': 'annexations', 'indices': [39, 51]}]",en,,0,False,0,0,,0,0,,True,1574887164747415552,1957610664,SamRamani2,2022-09-28 10:40:14.667415,0.34,0.66,0.0,-0.5574
15484,36373,179344,1261740727735685120,fraudalert11,"It's illegal to use a legal name. Lawyers, judges, cops/fraudulent crown I.D.ots know their gig is up. Help get the word out! Read/Share #BCCRSS!",,32,80,664,2020-05-16 19:30:16,1575094244259532800,2022-09-28 12:05:06,0,"Stop going along with evil! It’s illegal to use a legal name. Read and share the #BCCRSS

https://t.co/kSwH5wbypu👈🏼

#crss #true #truth #law #lawtwitter #doggy #ShaheenShahAfridi #Budget2023Ireland #NordStream2 #TheMunsters #Deadpool3 #Armenia #wednesdaythought #weareoneEXO #god","[{'text': 'BCCRSS', 'indices': [81, 88]}, {'text': 'crss', 'indices': [117, 122]}, {'text': 'true', 'indices': [123, 128]}, {'text': 'truth', 'indices': [129, 135]}, {'text': 'law', 'indices': [136, 140]}, {'text': 'lawtwitter', 'indices': [141, 152]}, {'text': 'doggy', 'indices': [153, 159]}, {'text': 'ShaheenShahAfridi', 'indices': [160, 178]}, {'text': 'Budget2023Ireland', 'indices': [179, 197]}, {'text': 'NordStream2', 'indices': [198, 210]}, {'text': 'TheMunsters', 'indices': [211, 223]}, {'text': 'Deadpool3', 'indices': [224, 234]}, {'text': 'Armenia', 'indices': [235, 243]}, {'text': 'wednesdaythought', 'indices': [244, 261]}, {'text': 'weareoneEXO', 'indices': [262, 274]}, {'text': 'god', 'indices': [275, 279]}]",en,,1,False,0,0,,0,0,,False,0,0,,2022-09-28 12:39:30.953250,0.191,0.599,0.21,-0.3802
29524,69202,212173,2438945557,KrisMaon1,"#resistance, love bees🐝, pets 🐾 and my family (not necessarily in that order). #VoteBlue! #BidenHarris, #HumanRights!!",Colorado,5685,5183,42252,2014-04-11 18:34:40,1575211156637044736,2022-09-28 19:49:40,0,"@IAPonomarenko #SlavaUkraïni 🇺🇦🇺🇦🇺🇦
The only sane democracy whose fighting Mr. Fascist himself.","[{'text': 'SlavaUkraïni', 'indices': [15, 28]}]",en,,0,False,0,0,,1575177128382844928,262219168,IAPonomarenko,False,0,0,,2022-09-29 01:27:39.453032,0.379,0.621,0.0,-0.7269
27102,64012,206983,29123084,ArvadaRadio,"Playing 80's - 90's Themed Rock. 
Featuring Local Bands. 
All Rock / All Local / All The Time 
Commercial Free! Tell All Your Friends!","Colorado, USA",165,16557,113651,2009-04-06 02:15:20,1575192433293492224,2022-09-28 18:35:16,0,"#StandWithUkraine 
 
https://t.co/3JHsLngAJX Is Now Playing - 
White Zombie - More Human Than Human - Video:  https://t.co/m4AytsKwkF","[{'text': 'StandWithUkraine', 'indices': [0, 17]}]",en,,0,False,0,0,,0,0,,False,0,0,,2022-09-28 23:42:32.429363,0.0,0.893,0.107,0.2023
1003,1709,144680,262587808,FranciskaB,"A #BlackWomen. For an integrated prosperous Africa: Human Rights, Development and Democracy. Mal à ma #Négritude. #Ukraine is the #NewAfghanistan",République Togolaise,641,625,38206,2011-03-08 10:18:53,1574926923461185537,2022-09-28 01:00:13,0,"To whom it may concern: 
#NordStream
@AJEnglish @guardian @rosaluxglobal https://t.co/CnS5UD2rIS","[{'text': 'NordStream', 'indices': [25, 36]}]",en,,0,False,0,0,,0,0,,True,1574842407039995904,1293583026857955328,SoSocialism,2022-09-28 02:36:55.896463,0.0,1.0,0.0,0.0
20185,47301,190272,1452730505787551750,IdeallyaNews,"#WorldNews, compiled from public broadcasters across the world, and anonymised to reduce bias.

In combination, it presents a fairly balanced #NewsFeed",Internet,13,348,137011,2021-10-25 20:15:27,1575133434913120261,2022-09-28 14:40:50,0,EU offers new sanctions package to Russia - #russia #moscow #eu https://t.co/HAQGD3vtYN,"[{'text': 'russia', 'indices': [44, 51]}, {'text': 'moscow', 'indices': [52, 59]}, {'text': 'eu', 'indices': [60, 63]}]",en,,0,False,0,0,,0,0,,False,0,0,,2022-09-28 15:56:46.331189,0.0,1.0,0.0,0.0
4979,8745,151716,29664483,tdh_ch,"Terre des hommes is the leading Swiss child relief agency, improving the lives of millions of the world's most vulnerable children. https://t.co/IIBUTtnNKJ",Lausanne,2585,23196,12209,2009-04-08 07:45:36,1574987267650748418,2022-09-28 05:00:01,1,"🇺🇦 On 24 February, the war in #Ukraine began. At the same time, Tdh was mobilising to provide an emergency response that was relevant to the #needs of the #children and their #families. 

🎥 Discover the first moments of the emergency  within Tdh: https://t.co/3xWGQC0Wfx https://t.co/rDiDWzhhB4","[{'text': 'Ukraine', 'indices': [30, 38]}, {'text': 'needs', 'indices': [141, 147]}, {'text': 'children', 'indices': [155, 164]}, {'text': 'families', 'indices': [175, 184]}]",en,,1,False,0,0,,0,0,,False,0,0,,2022-09-28 06:53:37.536977,0.175,0.825,0.0,-0.8442
26728,63177,206148,797532650378592256,DrRobChristian,"Made in Austria.Entrepreneur, Anti-Socialist, Tech Innovationist, Political Analyst, PhD in Political Science, University of Vienna (dissert. US foreign policy)",New York/ Vienna ,982,1041,2557,2016-11-12 20:12:56,1575189024154976258,2022-09-28 18:21:43,1,Good news from the US. 18 additional HIMARS will be delivered to #Ukraine️. I still don’t understand the advantages of making these sensitive military information public tho.  I say delivery quietly and secretly and let the Russians feel the pain on the battlefield.,"[{'text': 'Ukraine️', 'indices': [65, 74]}]",en,,1,False,0,0,,0,0,,False,0,0,,2022-09-28 22:27:24.065908,0.117,0.775,0.107,-0.128
31189,73198,216169,1499763123603050497,FuckPutinBot,"I'm a bot. Every minute of every day, I tell Putin to go fuck himself in various languages of the world. #IStandWithUkraine 🇺🇦",,14,233,287715,2022-03-04 15:06:25,1575227357178232843,2022-09-28 20:54:02,0,"Mur fuck lilek innifsek, Putin!
(Maltese)

#RussiaInvadedUkraine #StandWithUkraine #RussiaWarCrimes #StopPutin","[{'text': 'RussiaInvadedUkraine', 'indices': [43, 64]}, {'text': 'StandWithUkraine', 'indices': [65, 82]}, {'text': 'RussiaWarCrimes', 'indices': [83, 99]}, {'text': 'StopPutin', 'indices': [100, 110]}]",en,,0,False,0,0,,0,0,,False,0,0,,2022-09-29 01:28:46.218064,0.296,0.704,0.0,-0.5848
17644,41527,184498,232259622,l_dirauso,"Generale del Corpo Ingegneri dell'Esercito (r). Ci hai fatti per te, o Signore,e il nostro cuore è inquieto finché non riposa in te. Confessioni - Sant'Agostino",,481,162,21202,2010-12-30 17:26:10,1575113213284585472,2022-09-28 13:20:28,0,"It is now clear that:

1)#Russia can no longer be dealt
with;

2)Russian gas/oil must be sourced from other countries;

3)#Putin must withdraw from #Donbass/#Crimea.

#antonioguterres #POTUS #eucopresident #P_Fiala #EmmanuelMacron #OlafScholz #trussliz #GiorgiaMeloni #rusembitaly","[{'text': 'Russia', 'indices': [25, 32]}, {'text': 'Putin', 'indices': [122, 128]}, {'text': 'Donbass', 'indices': [148, 156]}, {'text': 'Crimea', 'indices': [157, 164]}, {'text': 'antonioguterres', 'indices': [167, 183]}, {'text': 'POTUS', 'indices': [184, 190]}, {'text': 'eucopresident', 'indices': [191, 205]}, {'text': 'P_Fiala', 'indices': [206, 214]}, {'text': 'EmmanuelMacron', 'indices': [215, 230]}, {'text': 'OlafScholz', 'indices': [231, 242]}, {'text': 'trussliz', 'indices': [243, 252]}, {'text': 'GiorgiaMeloni', 'indices': [253, 267]}, {'text': 'rusembitaly', 'indices': [268, 280]}]",en,,0,False,0,0,,0,0,,False,0,0,,2022-09-29 01:57:42.049463,0.06,0.87,0.071,0.1027
2201,3547,146518,4230938057,ElkeHollings,Duke 🌈 and Luna just doing what she can to make the world a better place.... oh and to get more treats each day.,,5004,2565,849088,2015-11-20 01:57:23,1574943371084189696,2022-09-28 02:05:35,0,"@Gerashchenko_en @Euan_MacDonald Send Ukraine the weapons they need.
#OpenUkrainianPorts 
#SaveMariupolDonbasAndAzov
#SendUkraineHeavyWeapons 
#SlavaUkraini
#LetHumanitarianAidThrough
#OpenHumaneCorridors
#HelpMariupolEvacuate
#SendUkraineHumanitarianAide 
#StopRussianGenocide
#GoHomeRussia 
#PutinsAWarCriminal","[{'text': 'OpenUkrainianPorts', 'indices': [69, 88]}, {'text': 'SaveMariupolDonbasAndAzov', 'indices': [90, 116]}, {'text': 'SendUkraineHeavyWeapons', 'indices': [117, 141]}, {'text': 'SlavaUkraini', 'indices': [143, 156]}, {'text': 'LetHumanitarianAidThrough', 'indices': [157, 183]}, {'text': 'OpenHumaneCorridors', 'indices': [184, 204]}, {'text': 'HelpMariupolEvacuate', 'indices': [205, 226]}, {'text': 'SendUkraineHumanitarianAide', 'indices': [227, 255]}, {'text': 'StopRussianGenocide', 'indices': [257, 277]}, {'text': 'GoHomeRussia', 'indices': [278, 291]}, {'text': 'PutinsAWarCriminal', 'indices': [293, 312]}]",en,,0,False,0,0,,1574805065654747136,1505481949854502912,Gerashchenko_en,False,0,0,,2022-09-28 06:50:34.757656,0.139,0.861,0.0,-0.4404
16271,38338,181309,384859207,JohnPersinos1,Seasoned journalist and steadfast iconoclast. Ring-a-ding-ding.,"Baltimore, MD",1247,3010,36088,2011-10-04 13:14:20,1575101377164251137,2022-09-28 12:33:26,1,Here's The Big Laugh of The Week! Drooling Imbecile Donald Trump Offers to Lead Negotiations to End Russian Invasion of Ukraine: 'The Entire World is at Stake' https://t.co/FpDcVCIVEs #RussiaUkraineWar  #UkraineWarNews #UkraineNews #UkraineWarNews,"[{'text': 'RussiaUkraineWar', 'indices': [184, 201]}, {'text': 'UkraineWarNews', 'indices': [203, 218]}, {'text': 'UkraineNews', 'indices': [219, 231]}, {'text': 'UkraineWarNews', 'indices': [232, 247]}]",en,,0,False,0,0,,0,0,,False,0,0,,2022-09-28 16:42:09.157826,0.086,0.809,0.105,0.1759
